#,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022
101,Electrode,Electrode,,1,Common,Electric,,490.0,60.0,50.0,70.0,80.0,80.0,150.0,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,,,,
102,Exeggcute,Exeggcute,,1,Common,Grass,Psychic,325.0,60.0,40.0,80.0,60.0,45.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,Permitted,,,
103,Alolan Exeggutor,Exeggutor,Alolan,7,Common,Grass,Dragon,530.0,95.0,105.0,85.0,125.0,75.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,,6,0,166
103,Exeggutor,Exeggutor,,1,Common,Grass,Psychic,530.0,95.0,95.0,85.0,125.0,75.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,Permitted,3,0,156
104,Cubone,Cubone,,1,Common,Ground,,320.0,50.0,50.0,95.0,40.0,50.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,Permitted,,,
105,Alolan Marowak,Marowak,Alolan,7,Common,Fire,Ghost,425.0,60.0,80.0,110.0,50.0,80.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png,,16,0,121
105,Marowak,Marowak,,1,Common,Ground,,425.0,60.0,80.0,110.0,50.0,80.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,Permitted,-,-,-
106,Hitmonlee,Hitmonlee,,1,Common,Fighting,,455.0,50.0,120.0,53.0,35.0,110.0,87.0,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,Permitted,-,-,-
107,Hitmonchan,Hitmonchan,,1,Common,Fighting,,455.0,50.0,105.0,79.0,35.0,110.0,76.0,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,Permitted,,,
108,Lickitung,Lickitung,,1,Common,Normal,,385.0,90.0,55.0,75.0,60.0,75.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,Permitted,,,
109,Koffing,Koffing,,1,Common,Poison,,340.0,40.0,65.0,95.0,60.0,45.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,Permitted,,,
110,Weezing,Weezing,,1,Common,Poison,,490.0,65.0,90.0,120.0,85.0,70.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,,43,2,36
110,Galarian Weezing,Weezing,Galarian,8,Common,Poison,Fairy,490.0,65.0,90.0,120.0,85.0,70.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,Permitted,8,0,127
111,Rhyhorn,Rhyhorn,,1,Common,Ground,Rock,345.0,80.0,85.0,95.0,30.0,30.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,Permitted,,,
112,Rhydon,Rhydon,,1,Common,Ground,Rock,485.0,105.0,130.0,120.0,45.0,45.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,Permitted,,,
113,Chansey,Chansey,,1,Common,Normal,,450.0,250.0,5.0,5.0,35.0,105.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,Permitted,6,0,76
114,Tangela,Tangela,,1,Common,Grass,,435.0,65.0,55.0,115.0,100.0,40.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,Permitted,-,-,-
115,Kangaskhan,Kangaskhan,,1,Common,Normal,,490.0,105.0,95.0,80.0,40.0,80.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,Permitted,6,0,136
115,Mega Kangaskhan,Kangaskhan,Mega,6,Common,Normal,,590.0,105.0,125.0,100.0,60.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,Banned,,,
116,Horsea,Horsea,,1,Common,Water,,295.0,30.0,40.0,70.0,70.0,25.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,Permitted,,,
117,Seadra,Seadra,,1,Common,Water,,440.0,55.0,65.0,95.0,95.0,45.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,Permitted,,,
118,Goldeen,Goldeen,,1,Common,Water,,320.0,45.0,67.0,60.0,35.0,50.0,63.0,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,Permitted,,,
119,Seaking,Seaking,,1,Common,Water,,450.0,80.0,92.0,65.0,65.0,80.0,68.0,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,Permitted,-,-,-
120,Staryu,Staryu,,1,Common,Water,,340.0,30.0,45.0,55.0,70.0,55.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,Permitted,,,
121,Starmie,Starmie,,1,Common,Water,Psychic,520.0,60.0,75.0,85.0,100.0,85.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,Permitted,-,-,-
122,Mime Galarian Mr. Mime,Mr.,Mime Galarian  Mime,8,Common,Ice,Psychic,460.0,50.0,65.0,65.0,90.0,90.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,,2,0,228
122,Mr. Mime,Mr.,Mime,1,Common,Psychic,Fairy,460.0,40.0,45.0,65.0,100.0,120.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,,-,-,-
123,Scyther,Scyther,,1,Common,Bug,Flying,500.0,70.0,110.0,80.0,55.0,80.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,Permitted,-,-,-
124,Jynx,Jynx,,1,Common,Ice,Psychic,455.0,65.0,50.0,35.0,115.0,95.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,Permitted,,,
125,Electabuzz,Electabuzz,,1,Common,Electric,,490.0,65.0,83.0,57.0,95.0,85.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,Permitted,,,
126,Magmar,Magmar,,1,Common,Fire,,495.0,65.0,95.0,57.0,100.0,85.0,93.0,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,Permitted,,,
127,Mega Pinsir,Pinsir,Mega,6,Common,Bug,Flying,600.0,65.0,155.0,120.0,65.0,90.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,Banned,,,
127,Pinsir,Pinsir,,1,Common,Bug,,500.0,65.0,125.0,100.0,55.0,70.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,Permitted,,,
128,Tauros,Tauros,,1,Common,Normal,,490.0,75.0,100.0,95.0,40.0,70.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,Permitted,3,0,209
129,Magikarp,Magikarp,,1,Common,Water,,200.0,20.0,10.0,55.0,15.0,20.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,Permitted,,,
130,Mega Gyarados,Gyarados,Mega,6,Common,Water,Dark,640.0,95.0,155.0,109.0,70.0,130.0,81.0,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,Banned,,,
130,Gyarados,Gyarados,,1,Common,Water,Flying,540.0,95.0,125.0,79.0,60.0,100.0,81.0,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,Permitted,15,0,132
131,Lapras Gigantamax,Lapras,Gigantamax,8,,Water,Ice,,,,,,,,https://archives.bulbagarden.net/media/upload/e/ed/131GiMS8.png,Gigantamax Allowed,,,
131,Lapras,Lapras,,1,Common,Water,Ice,535.0,130.0,85.0,80.0,85.0,95.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,Permitted,61,1,59
132,Ditto,Ditto,,1,Common,Normal,,288.0,48.0,48.0,48.0,48.0,48.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,Permitted,74,5,26
133,Partner Eevee,Eevee,Partner,1,Common,Normal,,435.0,65.0,75.0,70.0,65.0,85.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,,,,
133,Eevee Gigantamax,Eevee,Gigantamax,8,,Normal,,,,,,,,,https://archives.bulbagarden.net/media/upload/6/61/133GiMS8.png,Gigantamax Allowed,,,
133,Eevee,Eevee,,1,Common,Normal,,325.0,55.0,55.0,50.0,45.0,65.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,Permitted,,,
134,Vaporeon,Vaporeon,,1,Common,Water,,525.0,130.0,65.0,60.0,110.0,95.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,Permitted,-,-,-
135,Jolteon,Jolteon,,1,Common,Electric,,525.0,65.0,65.0,60.0,110.0,95.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,Permitted,-,-,-
136,Flareon,Flareon,,1,Common,Fire,,525.0,65.0,130.0,60.0,95.0,110.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,Permitted,-,-,-
137,Porygon,Porygon,,1,Common,Normal,,395.0,65.0,60.0,70.0,85.0,75.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,Permitted,,,
138,Omanyte,Omanyte,,1,Common,Rock,Water,355.0,35.0,40.0,100.0,90.0,55.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,Permitted,,,
139,Omastar,Omastar,,1,Common,Rock,Water,495.0,70.0,60.0,125.0,115.0,70.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,Permitted,,,
140,Kabuto,Kabuto,,1,Common,Rock,Water,355.0,30.0,80.0,90.0,55.0,45.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,Permitted,,,
141,Kabutops,Kabutops,,1,Common,Rock,Water,495.0,60.0,115.0,105.0,65.0,70.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,Permitted,4,0,173
142,Aerodactyl,Aerodactyl,,1,Common,Rock,Flying,515.0,80.0,105.0,65.0,60.0,75.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,Permitted,5,0,172
142,Mega Aerodactyl,Aerodactyl,Mega,6,Common,Rock,Flying,615.0,80.0,135.0,85.0,70.0,95.0,150.0,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,Banned,,,
143,Snorlax Gigantamax,Snorlax,Gigantamax,8,,Normal,,,,,,,,,https://archives.bulbagarden.net/media/upload/f/f7/143GiMS8.png,Gigantamax Allowed,,,
143,Snorlax,Snorlax,,1,Common,Normal,,540.0,160.0,110.0,65.0,65.0,110.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,Permitted,18,0,97
144,Galarian Articuno,Articuno,Galarian,8,Legendary,Psychic,Flying,580.0,90.0,85.0,85.0,125.0,100.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/articuno-galarian.png,,14,0,117
144,Articuno,Articuno,,1,Legendary,Ice,Flying,580.0,90.0,85.0,100.0,95.0,125.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,Permitted,4,0,174
145,Galarian Zapdos,Zapdos,Galarian,8,Legendary,Fighting,Flying,580.0,90.0,125.0,90.0,85.0,90.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos-galarian.png,,26,0,93
145,Zapdos,Zapdos,,1,Legendary,Electric,Flying,580.0,90.0,90.0,85.0,125.0,90.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png,Permitted,168,8,21
146,Galarian Moltres,Moltres,Galarian,8,Legendary,Dark,Flying,580.0,90.0,85.0,90.0,100.0,125.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/moltres-galarian.png,,35,0,100
146,Moltres,Moltres,,1,Legendary,Fire,Flying,580.0,90.0,100.0,90.0,125.0,85.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png,Permitted,3,0,137
147,Dratini,Dratini,,1,Common,Dragon,,300.0,41.0,64.0,45.0,50.0,50.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,Permitted,,,
148,Dragonair,Dragonair,,1,Common,Dragon,,420.0,61.0,84.0,65.0,70.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,Permitted,,,
149,Dragonite,Dragonite,,1,Common,Dragon,Flying,600.0,91.0,134.0,95.0,100.0,100.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png,Permitted,10,0,167
150,Mega Mewtwo Y,Mewtwo,Mega  Y,6,Legendary,Psychic,,780.0,106.0,150.0,70.0,194.0,120.0,140.0,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png,Banned,,,
150,Mega Mewtwo X,Mewtwo,Mega  X,6,Legendary,Psychic,Fighting,780.0,106.0,190.0,100.0,154.0,100.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-x.png,Banned,,,
150,Mewtwo,Mewtwo,,1,Legendary,Psychic,,680.0,106.0,110.0,90.0,154.0,90.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,Restricted (players can include two Restricted Pokémon in their team),15,0,103
151,Mew,Mew,,1,Mythical,Psychic,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,Banned,,,
152,Chikorita,Chikorita,,2,Common,Grass,,318.0,45.0,49.0,65.0,49.0,65.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,,,,
153,Bayleef,Bayleef,,2,Common,Grass,,405.0,60.0,62.0,80.0,63.0,80.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,,,,
154,Meganium,Meganium,,2,Common,Grass,,525.0,80.0,82.0,100.0,83.0,100.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,,,,
155,Cyndaquil,Cyndaquil,,2,Common,Fire,,309.0,39.0,52.0,43.0,60.0,50.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,,,,
156,Quilava,Quilava,,2,Common,Fire,,405.0,58.0,64.0,58.0,80.0,65.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,,,,
157,Hisuian Typhlosion,Typhlosion,Hisuian,2,Common,Fire,Ghost,534.0,73.0,84.0,78.0,119.0,85.0,95.0,https://img.pokemondb.net/s.png,,,,
157,Typhlosion,Typhlosion,,2,Common,Fire,,534.0,78.0,84.0,78.0,109.0,85.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,,,,
158,Totodile,Totodile,,2,Common,Water,,314.0,50.0,65.0,64.0,44.0,48.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,,,,
159,Croconaw,Croconaw,,2,Common,Water,,405.0,65.0,80.0,80.0,59.0,63.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,,,,
160,Feraligatr,Feraligatr,,2,Common,Water,,530.0,85.0,105.0,100.0,79.0,83.0,78.0,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,,,,
161,Sentret,Sentret,,2,Common,Normal,,215.0,35.0,46.0,34.0,35.0,45.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,,,,
162,Furret,Furret,,2,Common,Normal,,415.0,85.0,76.0,64.0,45.0,55.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,,,,
163,Hoothoot,Hoothoot,,2,Common,Normal,Flying,262.0,60.0,30.0,30.0,36.0,56.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,Permitted,,,
164,Noctowl,Noctowl,,2,Common,Normal,Flying,452.0,100.0,50.0,50.0,86.0,96.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,Permitted,-,-,-
165,Ledyba,Ledyba,,2,Common,Bug,Flying,265.0,40.0,20.0,30.0,40.0,80.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,,,,
166,Ledian,Ledian,,2,Common,Bug,Flying,390.0,55.0,35.0,50.0,55.0,110.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,,,,
167,Spinarak,Spinarak,,2,Common,Bug,Poison,250.0,40.0,60.0,40.0,40.0,40.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,,,,
168,Ariados,Ariados,,2,Common,Bug,Poison,400.0,70.0,90.0,70.0,60.0,70.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,,,,
169,Crobat,Crobat,,2,Common,Poison,Flying,535.0,85.0,90.0,80.0,70.0,80.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png,Permitted,5,0,219
170,Chinchou,Chinchou,,2,Common,Water,Electric,330.0,75.0,38.0,38.0,56.0,56.0,67.0,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,Permitted,,,
171,Lanturn,Lanturn,,2,Common,Water,Electric,460.0,125.0,58.0,58.0,76.0,76.0,67.0,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,Permitted,,,
172,Pichu,Pichu,,2,Baby,Electric,,205.0,20.0,40.0,15.0,35.0,35.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,Permitted,,,
173,Cleffa,Cleffa,,2,Baby,Fairy,,218.0,50.0,25.0,28.0,45.0,55.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,Permitted,,,
174,Igglybuff,Igglybuff,,2,Baby,Normal,Fairy,210.0,90.0,30.0,15.0,40.0,20.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png,Permitted,,,
175,Togepi,Togepi,,2,Baby,Fairy,,245.0,35.0,20.0,65.0,40.0,65.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,Permitted,,,
176,Togetic,Togetic,,2,Common,Fairy,Flying,405.0,55.0,40.0,85.0,80.0,105.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,Permitted,-,-,-
177,Natu,Natu,,2,Common,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,Permitted,,,
178,Xatu,Xatu,,2,Common,Psychic,Flying,470.0,65.0,75.0,70.0,95.0,70.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,Permitted,,,
179,Mareep,Mareep,,2,Common,Electric,,280.0,55.0,40.0,40.0,65.0,45.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,,,,
180,Flaaffy,Flaaffy,,2,Common,Electric,,365.0,70.0,55.0,55.0,80.0,60.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,,,,
181,Ampharos,Ampharos,,2,Common,Electric,,510.0,90.0,75.0,85.0,115.0,90.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,,,,
181,Mega Ampharos,Ampharos,Mega,6,Common,Electric,Dragon,610.0,90.0,95.0,105.0,165.0,110.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,Banned,,,
182,Bellossom,Bellossom,,2,Common,Grass,,490.0,75.0,80.0,95.0,90.0,100.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,Permitted,,,
183,Marill,Marill,,2,Common,Water,Fairy,250.0,70.0,20.0,50.0,20.0,50.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,Permitted,,,
184,Azumarill,Azumarill,,2,Common,Water,Fairy,420.0,100.0,50.0,80.0,60.0,80.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,Permitted,9,0,115
185,Sudowoodo,Sudowoodo,,2,Common,Rock,,410.0,70.0,100.0,115.0,30.0,65.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,Permitted,,,
186,Politoed,Politoed,,2,Common,Water,,500.0,90.0,75.0,75.0,90.0,100.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,Permitted,7,0,111
187,Hoppip,Hoppip,,2,Common,Grass,Flying,250.0,35.0,35.0,40.0,35.0,55.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,,,,
188,Skiploom,Skiploom,,2,Common,Grass,Flying,340.0,55.0,45.0,50.0,45.0,65.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,,,,
189,Jumpluff,Jumpluff,,2,Common,Grass,Flying,460.0,75.0,55.0,70.0,55.0,95.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,,,,
190,Aipom,Aipom,,2,Common,Normal,,360.0,55.0,70.0,55.0,40.0,55.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,,,,
191,Sunkern,Sunkern,,2,Common,Grass,,180.0,30.0,30.0,30.0,30.0,30.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,,,,
192,Sunflora,Sunflora,,2,Common,Grass,,425.0,75.0,75.0,55.0,105.0,85.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,,,,
193,Yanma,Yanma,,2,Common,Bug,Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,,,,
194,Wooper,Wooper,,2,Common,Water,Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,Permitted,,,
195,Quagsire,Quagsire,,2,Common,Water,Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,Permitted,,,
196,Espeon,Espeon,,2,Common,Psychic,,525.0,65.0,65.0,60.0,130.0,95.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,Permitted,3,0,218
197,Umbreon,Umbreon,,2,Common,Dark,,525.0,95.0,65.0,110.0,60.0,130.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,Permitted,35,1,56
198,Murkrow,Murkrow,,2,Common,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,,,,
199,Slowking,Slowking,,2,Common,Water,Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,Permitted,2,0,113
199,Galarian Slowking,Slowking,Galarian,8,Common,Poison,Psychic,490.0,95.0,65.0,80.0,110.0,110.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,,,,
200,Misdreavus,Misdreavus,,2,Common,Ghost,,435.0,60.0,60.0,60.0,85.0,85.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,,,,
201,Unown,Unown,,2,Common,Psychic,,336.0,48.0,72.0,48.0,72.0,48.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,,,,
202,Wobbuffet,Wobbuffet,,2,Common,Psychic,,405.0,190.0,33.0,58.0,33.0,58.0,33.0,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,Permitted,,,
203,Girafarig,Girafarig,,2,Common,Normal,Psychic,455.0,70.0,80.0,65.0,90.0,65.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,,,,
204,Pineco,Pineco,,2,Common,Bug,,290.0,50.0,65.0,90.0,35.0,35.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,,,,
205,Forretress,Forretress,,2,Common,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,,,,
206,Dunsparce,Dunsparce,,2,Common,Normal,,415.0,100.0,70.0,70.0,65.0,65.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,Permitted,-,-,-
207,Gligar,Gligar,,2,Common,Ground,Flying,430.0,65.0,75.0,105.0,35.0,65.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,,,,
208,Steelix,Steelix,,2,Common,Steel,Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,Permitted,-,-,-
208,Mega Steelix,Steelix,Mega,6,Common,Steel,Ground,610.0,75.0,125.0,230.0,55.0,95.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,Banned,,,
209,Snubbull,Snubbull,,2,Common,Fairy,,300.0,60.0,80.0,50.0,40.0,40.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,,,,
210,Granbull,Granbull,,2,Common,Fairy,,450.0,90.0,120.0,75.0,60.0,60.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,,,,
211,Hisuian Qwilfish,Qwilfish,Hisuian,2,Common,Dark,Poison,440.0,65.0,95.0,85.0,55.0,55.0,85.0,https://img.pokemondb.net/s.png,,,,
211,Qwilfish,Qwilfish,,2,Common,Water,Poison,440.0,65.0,95.0,85.0,55.0,55.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,Permitted,-,-,-
212,Mega Scizor,Scizor,Mega,6,Common,Bug,Steel,600.0,70.0,150.0,140.0,65.0,100.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,Banned,,,
212,Scizor,Scizor,,2,Common,Bug,Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,Permitted,7,0,116
213,Shuckle,Shuckle,,2,Common,Bug,Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,Permitted,7,0,92
214,Heracross,Heracross,,2,Common,Bug,Fighting,500.0,80.0,125.0,75.0,40.0,95.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,Permitted,-,-,-
214,Mega Heracross,Heracross,Mega,6,Common,Bug,Fighting,600.0,80.0,185.0,115.0,40.0,105.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,Banned,,,
215,Hisuian Sneasel,Sneasel,Hisuian,2,Common,Poison,Fighting,430.0,55.0,95.0,55.0,35.0,75.0,115.0,https://img.pokemondb.net/s.png,,,,
215,Sneasel,Sneasel,,2,Common,Dark,Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,Permitted,3,0,108
216,Teddiursa,Teddiursa,,2,Common,Normal,,330.0,60.0,80.0,50.0,50.0,50.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,,,,
217,Ursaring,Ursaring,,2,Common,Normal,,500.0,90.0,130.0,75.0,75.0,75.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,,,,
218,Slugma,Slugma,,2,Common,Fire,,250.0,40.0,40.0,40.0,70.0,40.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,,,,
219,Magcargo,Magcargo,,2,Common,Fire,Rock,430.0,60.0,50.0,120.0,90.0,80.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,,,,
220,Swinub,Swinub,,2,Common,Ice,Ground,250.0,50.0,50.0,40.0,30.0,30.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,Permitted,,,
221,Piloswine,Piloswine,,2,Common,Ice,Ground,450.0,100.0,100.0,80.0,60.0,60.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,Permitted,,,
